source,entity,count,activities,birth_year,death_year,страна
Желтая стрела,"Хейердал, Тур",1.0,['писатель'],1914.0,2002.0,Норвегия
Желтая стрела,"Берия, Лаврентий Павлович",1.0,['деятель'],1899.0,1953.0,Российская империя
Желтая стрела,"Стивенс, Джон",1.0,"['музыкант', 'певец', 'инженер']",,,
Желтая стрела,"Успенский, Пётр",2.0,"['писатель', 'журналист', 'философ', 'революционер']",,,
Желтая стрела,"Фасбиндер, Райнер Вернер",1.0,"['драматург', 'сценарист', 'актёр', 'режиссёр']",1945.0,1982.0,Американская зона оккупации Германии
Желтая стрела,"Плеханов, Георгий Валентинович",1.0,"['философ', 'социолог', 'деятель']",1856.0,1918.0,Российская империя
Желтая стрела,Ника (мифология),1.0,['бог'],,,
Желтая стрела,Стинг,2.0,"['актёр', 'музыкант', 'певец', 'деятель']",1951.0,,Великобритания
Желтая стрела,"Гитлер, Адольф",1.0,['деятель'],1889.0,1945.0,Цислейтания
Желтая стрела,Чингисхан,1.0,['полководец'],1162.0,1227.0,Монгольская империя
Желтая стрела,Коллонтай,1.0,"['публицист', 'учёный', 'деятель']",,,
Желтая стрела,"Газданов, Гайто",1.0,"['писатель', 'критик']",1903.0,1971.0,Российская империя
Желтая стрела,"Победоносцев, Константин Петрович",1.0,"['писатель', 'историк', 'деятель']",1827.0,1907.0,Российская империя
Желтая стрела,"Ламарк, Жан Батист",1.0,"['учёный', 'философ']",1744.0,1829.0,Франция
Желтая стрела,Исида,1.0,['бог'],,,
Желтая стрела,"Вагнер, Рихард",1.0,['композитор'],1813.0,1883.0,Королевство Саксония
Желтая стрела,"Геббельс, Йозеф",4.0,['политик'],1897.0,1945.0,Нацистская Германия
Желтая стрела,"Мифунэ, Тосиро",1.0,"['актёр', 'режиссёр']",1920.0,1997.0,Япония
Желтая стрела,"Моцарт, Вольфганг Амадей",1.0,"['музыкант', 'композитор']",1756.0,1791.0,Эрцгерцогство Австрия
Желтая стрела,"Блаватская, Елена Петровна",1.0,"['философ', 'писательница']",1831.0,1891.0,Российская империя
Желтая стрела,"Баргман, Ингман",1.0,"['режжисёр', 'сценарист']",,,
Жизнь насекомых,"Сталлоне, Сильвестр",4.0,"['сценарист', 'актёр']",1946.0,,США
Жизнь насекомых,"Чехов, Антон Павлович",1.0,"['писатель', 'драматург', 'публицист', 'деятель']",1860.0,1904.0,Российская империя
Жизнь насекомых,"Бродский, Иосиф Александрович",1.0,"['поэт', 'драматург', 'переводчик']",1940.0,1996.0,СССР
Жизнь насекомых,Святой Себастьян,1.0,['святой'],,,Древний Рим
Жизнь насекомых,Геродот,1.0,['историк'],,,Галикарнас
Жизнь насекомых,Марк Аврелий,4.0,"['философ', 'император']",,,Древний Рим
Жизнь насекомых,"Ротштейн, Арнольд",1.0,"['писатель', 'предприниматель']",1882.0,1928.0,США
Жизнь насекомых,"Сталин, Иосиф Виссарионович",1.0,"['деятель', 'революционер']",1878.0,1953.0,Российская империя
Жизнь насекомых,"Горбачёв, Михаил Сергеевич",4.0,['деятель'],1931.0,2022.0,Россия
Жизнь насекомых,"Ленин, Владимир Ильич",3.0,"['деятель', 'революционер']",1870.0,1924.0,Российская империя
Жизнь насекомых,"Смоктуновский, Иннокентий Михайлович",1.0,"['актёр', 'царь']",1925.0,1994.0,СССР
Жизнь насекомых,"Гайдар, Егор Тимурович",9.0,['деятель'],1956.0,2009.0,Россия
Жизнь насекомых,"Ельцин, Борис Николаевич",1.0,['деятель'],1931.0,2007.0,СССР
Жизнь насекомых,Николай II,1.0,"['император', 'царь']",1868.0,1918.0,Российская империя
Жизнь насекомых,Жанна д’Арк,2.0,['военачальник'],1412.0,1431.0,Королевство Франция
Жизнь насекомых,Иван Грозный,1.0,['царь'],1530.0,1584.0,Великое княжество Московское
Жизнь насекомых,"Кирико, Джорджо де",1.0,['художник'],1888.0,1978.0,Италия
Жизнь насекомых,"Соловьёв, Сергей",2.0,"['писатель', 'художник', 'политик', 'деятель']",1961.0,,
Жизнь насекомых,"Пушкин, Александр Сергеевич",1.0,"['поэт', 'драматург', 'критик', 'публицист', 'журналист', 'историк']",1799.0,1837.0,Российская империя
Жизнь насекомых,"Достоевский, Фёдор Михайлович",1.0,"['писатель', 'публицист', 'философ']",1821.0,1881.0,Россия
Жизнь насекомых,"Блок, Александр Александрович",1.0,['писатель'],1880.0,1921.0,
Жизнь насекомых,"Горчаков, Александр Михайлович",1.0,['деятель'],1871.0,,Российская империя
Жизнь насекомых,"Гайдар, Аркадий Петрович",1.0,"['писатель', 'сценарист', 'журналист']",1904.0,1941.0,Российская империя
Жизнь насекомых,Юкио Мисима,1.0,"['писатель', 'поэт', 'драматург', 'актёр']",1925.0,1970.0,Япония
Зал поющих кариатид,Яхве,2.0,['божество'],,,
Зал поющих кариатид,"Каспаров, Гарри Кимович",1.0,"['литератор', 'политик']",1963.0,,СССР
Зал поющих кариатид,Калигула,1.0,['император'],,,Древний Рим
Зал поющих кариатид,"Мосс, Кейт",1.0,['актриса'],1974.0,,Великобритания
Зал поющих кариатид,"Робсон, Поль",3.0,"['актёр', 'певец']",1898.0,1976.0,США
Зал поющих кариатид,"Аверченко, Аркадий Тимофеевич",1.0,"['писатель', 'драматург', 'критик']",1880.0,1925.0,Российская империя
Зал поющих кариатид,"Хрущёв, Никита Сергеевич",2.0,['деятель'],1894.0,1971.0,Российская империя
Зал поющих кариатид,"Уайльд, Оскар",1.0,"['писатель', 'поэт']",1854.0,1900.0,Соединённое королевство Великобритании и Ирландии
Зал поющих кариатид,"Гагарин, Юрий Алексеевич",1.0,"['лётчик', 'космонавт']",1934.0,1968.0,СССР
Зал поющих кариатид,"Прохоров, Михаил Дмитриевич",1.0,"['политик', 'предприниматель']",1965.0,,СССР
Зал поющих кариатид,"Есенин, Сергей Александрович",1.0,"['писатель', 'поэт']",1895.0,1925.0,Российская империя
Зал поющих кариатид,Перун,2.0,['бог'],,,
Зал поющих кариатид,"Ван Дамм, Жан-Клод",8.0,"['сценарист', 'актёр', 'режиссёр']",1960.0,,Бельгия
Зал поющих кариатид,"Лимонов, Эдуард Вениаминович",1.0,"['писатель', 'поэт', 'публицист', 'политик']",1943.0,2020.0,СССР
Зал поющих кариатид,"Джон, Элтон",1.0,"['певец', 'композитор']",1947.0,,Великобритания
Зал поющих кариатид,Гермес,1.0,['бог'],,,
Зал поющих кариатид,"Гитлер, Адольф",2.0,['деятель'],1889.0,1945.0,Цислейтания
Зал поющих кариатид,"Шопенгауэр, Артур",2.0,['философ'],1788.0,1860.0,Королевство Пруссия
Зал поющих кариатид,"Байрон, Джордж Гордон",2.0,['поэт'],1788.0,1824.0,Соединённое королевство Великобритании и Ирландии
Зал поющих кариатид,Александр Ярославич Невский,1.0,"['полководец', 'святой']",1221.0,1220.0,Киевская Русь
Зал поющих кариатид,"Чайковский, Пётр Ильич",3.0,"['критик', 'композитор']",1840.0,1893.0,Российская империя
Зал поющих кариатид,"Абрамович, Роман Аркадьевич",1.0,['предприниматель'],1966.0,,СССР
Зал поющих кариатид,"Витгенштейн, Людвиг",1.0,['философ'],1889.0,1951.0,Великобритания
Искусство легких касаний,"Онассис, Аристотель",1.0,['предприниматель'],1906.0,1975.0,Греция
Искусство легких касаний,"Путин, Владимир Владимирович",5.0,['деятель'],1952.0,,СССР
Искусство легких касаний,"Гоголь, Николай Васильевич",1.0,"['писатель', 'драматург', 'критик', 'публицист']",1809.0,1852.0,Российская империя
Искусство легких касаний,"Шариф, Омар",1.0,['актёр'],1932.0,2015.0,Египет
Искусство легких касаний,"Обама, Барак",1.0,['деятель'],1961.0,,США
Искусство легких касаний,"Деррида, Жак",1.0,"['критик', 'философ']",1930.0,2004.0,Франция
Искусство легких касаний,"Дягилев, Сергей Павлович",1.0,['деятель'],1872.0,1929.0,Российская империя
Искусство легких касаний,Софокл,1.0,"['поэт', 'драматург']",496.0,406.0,Древние Афины
Искусство легких касаний,"По, Эдгар Аллан",1.0,"['писатель', 'поэт', 'критик', 'психолог']",1809.0,1849.0,США
Искусство легких касаний,Калигула,1.0,['император'],12.0,41.0,Древний Рим
Искусство легких касаний,Ганнибал,7.0,['военачальник'],247.0,183.0,Карфаген
Искусство легких касаний,"Достоевский, Фёдор Михайлович",1.0,"['писатель', 'публицист', 'философ', 'психолог']",1821.0,1881.0,Россия
Искусство легких касаний,"Де Голль, Шарль",1.0,['деятель'],1890.0,1970.0,Франция
Искусство легких касаний,"Андреев, Даниил Леонидович",2.0,"['писатель', 'поэт', 'философ']",1906.0,1959.0,Российская империя
Искусство легких касаний,"Лермонтов, Михаил Юрьевич",3.0,"['поэт', 'драматург', 'художник', 'философ']",1814.0,1841.0,Российская империя
Искусство легких касаний,Наполеон III,1.0,['деятель'],1808.0,1873.0,Франция
Искусство легких касаний,Наунет,1.0,['бог'],,,
Искусство легких касаний,Гай Юлий Цезарь,1.0,"['писатель', 'деятель', 'полководец']",100.0,44.0,Древний Рим
Искусство легких касаний,"Бадью, Ален",1.0,"['драматург', 'философ', 'деятель']",1937.0,,Франция
Искусство легких касаний,"Энгельс, Фридрих",1.0,"['учёный', 'историк', 'философ', 'деятель', 'предприниматель']",1820.0,1895.0,Королевство Пруссия
Искусство легких касаний,"Киплинг, Редьярд",2.0,"['писатель', 'поэт', 'журналист']",1865.0,1936.0,Великобритания
Искусство легких касаний,"Блок, Александр Александрович",1.0,['писатель'],,,
Искусство легких касаний,"Гиммлер, Генрих",1.0,['деятель'],1900.0,1945.0,Нацистская Германия
Искусство легких касаний,"Толстой, Лев Николаевич",2.0,['публицист'],1828.0,1910.0,Российская империя
Искусство легких касаний,Диодор Сицилийский,1.0,['историк'],90.0,20.0,Agyrion
Искусство легких касаний,Янус,1.0,"['бог', 'божество']",,,
Искусство легких касаний,Александр Ярославич Невский,1.0,"['полководец', 'святой']",1220.0,1263.0,Киевская Русь
Искусство легких касаний,"Горбачёв, Михаил Сергеевич",3.0,['деятель'],1931.0,2022.0,Россия
Искусство легких касаний,Павел,1.0,['апостол'],,,
Искусство легких касаний,"Ельцин, Борис Николаевич",2.0,['деятель'],1931.0,2007.0,СССР
Искусство легких касаний,"Бунин, Иван Алексеевич",1.0,"['писатель', 'поэт', 'переводчик']",1870.0,1953.0,Российская империя
Искусство легких касаний,"Андропов, Юрий Владимирович",1.0,['деятель'],1914.0,1984.0,Российская империя
Искусство легких касаний,"Макрон, Эмманюэль",1.0,['деятель'],1977.0,,Франция
Искусство легких касаний,"Горький, Максим",1.0,"['писатель', 'поэт', 'драматург', 'публицист', 'журналист', 'деятель']",1868.0,1936.0,Российская империя
Искусство легких касаний,Бэнкси,1.0,"['режиссёр', 'художник']",1973.0,,Великобритания
Искусство легких касаний,Александр Македонский,1.0,['полководец'],356.0,323.0,Македония
Искусство легких касаний,Амон,1.0,['бог'],,,
Искусство легких касаний,"Трамп, Дональд",3.0,"['деятель', 'предприниматель']",1946.0,,США
Искусство легких касаний,"Ленин, Владимир Ильич",3.0,"['политик', 'деятель', 'революционер']",1870.0,1924.0,Российская империя
Искусство легких касаний,"Хичкок, Альфред",1.0,"['сценарист', 'режиссёр']",1899.0,1980.0,Великобритания
Искусство легких касаний,Пан,3.0,['бог'],,,
Искусство легких касаний,Баал,10.0,"['бог', 'божество']",,,
Искусство легких касаний,Сатурн,3.0,['бог'],,,
Искусство легких касаний,"Роулинг, Джоан",1.0,"['писатель', 'писательница', 'сценарист']",1965.0,,Великобритания
Искусство легких касаний,"Гагарин, Юрий Алексеевич",1.0,"['лётчик', 'космонавт']",1934.0,1968.0,СССР
Искусство легких касаний,"Беко, Жильбер",1.0,"['актёр', 'композитор']",1927.0,2001.0,Франция
Искусство легких касаний,Маркиз де Сад,14.0,"['писатель', 'историк', 'философ', 'политик']",1740.0,1814.0,Франция
Искусство легких касаний,Нострадамус,1.0,"['писатель', 'поэт']",1503.0,1566.0,Королевство Франция
Искусство легких касаний,Платон,1.0,['философ'],427.0,347.0,Древние Афины
Искусство легких касаний,"Райкин, Аркадий Исаакович",1.0,"['писатель', 'сценарист', 'режиссёр']",1911.0,1987.0,Российская империя
Искусство легких касаний,"Хрущёв, Никита Сергеевич",4.0,['деятель'],1894.0,1971.0,Российская империя
Искусство легких касаний,Иегова,1.0,['бог'],,,
Искусство легких касаний,Аполлон,2.0,['бог'],,,Делос
Искусство легких касаний,"Марат, Жан-Поль",1.0,"['журналист', 'деятель']",1743.0,1793.0,Франция
Искусство легких касаний,"Бальмонт, Константин Дмитриевич",3.0,"['поэт', 'переводчик']",1867.0,1942.0,Российская империя
Искусство легких касаний,Саддам Хусейн,1.0,['деятель'],,,
Искусство легких касаний,"Доул, Боб",2.0,['деятель'],1923.0,2021.0,США
Искусство легких касаний,Гарри Поттер,1.0,['писатель'],1980.0,,Великобритания
Искусство легких касаний,"Гойя, Франсиско",13.0,['художник'],1746.0,1828.0,Испания
Искусство легких касаний,Кронос,30.0,"['бог', 'божество']",,,
Искусство легких касаний,Бьорк,1.0,"['актриса', 'музыкант', 'певица', 'композитор']",1965.0,,Исландия
Искусство легких касаний,Столыпин,1.0,['деятель'],,,
Искусство легких касаний,"Робеспьер, Максимильен",1.0,['революционер'],1758.0,1794.0,Франция
Искусство легких касаний,"Маск, Илон",2.0,"['деятель', 'предприниматель', 'инженер']",,,
Искусство легких касаний,"Шекспир, Уильям",3.0,"['поэт', 'драматург']",1564.0,1616.0,Королевство Англия
Искусство легких касаний,Иисус Христос,2.0,"['святой', 'бог']",7.0,30.0,Иродианская Иудея
Искусство легких касаний,"Сартр, Жан-Поль",2.0,"['писатель', 'драматург', 'философ']",1905.0,1980.0,Франция
Искусство легких касаний,"Джон, Элтон",1.0,"['поэт', 'певец', 'композитор']",1947.0,,Великобритания
Искусство легких касаний,"Шпенглер, Освальд",2.0,"['публицист', 'философ']",1880.0,1936.0,Германия
Искусство легких касаний,Мардук,1.0,"['бог', 'божество']",,,
Искусство легких касаний,"Троцкий, Лев Давидович",1.0,"['деятель', 'революционер']",1879.0,1940.0,Российская империя
Искусство легких касаний,Александр,3.0,['святой'],,,
Искусство легких касаний,Ра,1.0,"['бог', 'божество']",,,
Искусство легких касаний,Рембрандт,1.0,['художник'],1606.0,1669.0,Республика Соединённых провинций
Искусство легких касаний,"Березовский, Борис Абрамович",1.0,"['учёный', 'деятель', 'предприниматель']",1946.0,2013.0,СССР
Искусство легких касаний,"Сведенборг, Эммануил",3.0,"['учёный', 'политик', 'изобретатель']",1688.0,1772.0,Швеция
Искусство легких касаний,"Пушкин, Александр Сергеевич",2.0,"['поэт', 'драматург', 'критик', 'публицист', 'журналист', 'историк']",1799.0,1837.0,Российская империя
Искусство легких касаний,"Берия, Лаврентий Павлович",1.0,['деятель'],1899.0,1953.0,Российская империя
Искусство легких касаний,Афродита,1.0,['бог'],,,
Искусство легких касаний,Атон,1.0,['божество'],,,
Искусство легких касаний,Юпитер,1.0,['бог'],,,
Искусство легких касаний,"Кастанеда, Карлос",1.0,"['писатель', 'поэт', 'философ']",1925.0,1998.0,США
Искусство легких касаний,Наполеон I,5.0,"['деятель', 'полководец', 'святой']",1769.0,1821.0,Франция
Искусство легких касаний,Андрей Белый,1.0,"['писатель', 'поэт', 'критик']",1880.0,1934.0,Российская империя
Искусство легких касаний,"Ницше, Фридрих",2.0,"['критик', 'композитор', 'художник', 'философ']",1844.0,1900.0,Королевство Пруссия
Искусство легких касаний,"Брежнев, Леонид Ильич",5.0,['деятель'],1906.0,1982.0,Российская империя
Искусство легких касаний,"Гибсон, Мел",1.0,"['сценарист', 'актёр', 'режиссёр']",1956.0,,США
Искусство легких касаний,"Дассен, Джо",1.0,"['музыкант', 'певец', 'композитор']",1938.0,1980.0,США
Искусство легких касаний,Зевс,3.0,['бог'],,,
Круть,Аллах,1.0,['бог'],,,
Круть,"Че Гевара, Эрнесто",1.0,"['деятель', 'революционер']",1928.0,1967.0,Куба
Круть,Менелай,3.0,['царь'],,,
Круть,"Янагихара, Ханья",6.0,['писательница'],1974.0,,США
Круть,Аврелий Августин,3.0,"['философ', 'богослов']",,,Древний Рим
Круть,Диодор,1.0,"['историк', 'философ', 'политик', 'военачальник', 'богослов']",1923.0,2000.0,
Круть,"Синатра, Фрэнк",1.0,['певец'],1915.0,1998.0,США
Круть,Плиний,1.0,"['писатель', 'деятель']",,,
Круть,"Шиллер, Фридрих",1.0,"['поэт', 'драматург', 'историк', 'философ']",1759.0,1805.0,Герцогство Вюртемберг
Круть,"Гесс, Рудольф",1.0,['деятель'],1894.0,1987.0,Германский рейх
Круть,"Гитлер, Адольф",7.0,['деятель'],1889.0,1945.0,Цислейтания
Круть,Гомер,2.0,['поэт'],,,Ионийский союз
Круть,"Фрейд, Зигмунд",1.0,['психолог'],1856.0,1939.0,Австрийская империя
Круть,"Эйнштейн, Альберт",1.0,['ученый'],1879.0,1955.0,Королевство Вюртемберг
Круть,"Набоков, Владимир Владимирович",1.0,"['писатель', 'поэт', 'переводчик']",1899.0,1977.0,Российская империя
Круть,"Чайковский, Пётр Ильич",2.0,"['критик', 'композитор']",1840.0,1893.0,Российская империя
Круть,Гильгамеш,1.0,"['правитель', 'царь', 'бог']",,,Урук
Круть,Мнемосина,1.0,['богиня'],,,
Круть,Шри Ауробиндо,1.0,"['поэт', 'философ', 'революционер', 'гуру']",1872.0,1950.0,Британская Индия
Круть,"Энгельс, Фридрих",1.0,"['учёный', 'историк', 'философ', 'деятель', 'предприниматель']",1820.0,1895.0,Королевство Пруссия
Круть,"Маркс, Карл",1.0,"['писатель', 'поэт', 'журналист', 'историк', 'философ', 'социолог', 'деятель']",1818.0,1883.0,Королевство Пруссия
Круть,Гаруда,1.0,['царь'],,,
Круть,"Оруэлл, Джордж",1.0,"['писатель', 'критик', 'публицист', 'журналист']",1903.0,1950.0,Великобритания
Круть,"Пушкин, Александр Сергеевич",1.0,"['поэт', 'драматург', 'критик', 'публицист', 'журналист', 'историк']",1799.0,1837.0,Российская империя
Круть,Гай Юлий Цезарь,2.0,"['писатель', 'деятель', 'полководец']",,,Древний Рим
Круть,Перун,1.0,['бог'],,,
Круть,"Гёте, Иоганн Вольфганг фон",1.0,"['поэт', 'драматург', 'критик', 'режиссёр', 'учёный', 'деятель']",1749.0,1832.0,Саксен-Веймар-Эйзенах
Круть,"Солженицын, Александр Исаевич",1.0,"['писатель', 'поэт', 'драматург', 'публицист', 'деятель']",1918.0,2008.0,РСФСР
Круть,"Сологуб, Фёдор Кузьмич",2.0,"['писатель', 'поэт', 'драматург', 'переводчик', 'публицист']",1863.0,1927.0,Российская империя
Круть,"Эванс, Артур",1.0,['историк'],1851.0,1941.0,Великобритания
Круть,"Тютчев, Фёдор Иванович",1.0,"['поэт', 'переводчик', 'публицист']",1803.0,1873.0,Российская империя
Круть,"Путин, Владимир Владимирович",1.0,['деятель'],1952.0,,СССР
Круть,Апофис,1.0,['правитель'],,,
Круть,Дионис,1.0,['бог'],,,
Круть,"Жижек, Славой",1.0,"['переводчик', 'философ']",1949.0,,Словения
Круть,Елена,3.0,['бог'],,,
Круть,Иисус Христос,4.0,"['святой', 'бог']",,,Иродианская Иудея
Круть,"Шпенглер, Освальд",2.0,['публицист'],1880.0,1936.0,Германия
Круть,Ириней Лионский,1.0,['богослов'],,,Азия
Круть,"Кроули, Алистер",1.0,"['писатель', 'поэт', 'художник']",1875.0,1947.0,Соединённое королевство Великобритании и Ирландии
Круть,Иван Грозный,1.0,['царь'],1530.0,1584.0,Великое княжество Московское
Круть,"Гоген, Поль",1.0,"['художник', 'скульптор', 'живописец']",1848.0,1903.0,Франция
Круть,"Бердяев, Николай Александрович",1.0,"['философ', 'социолог']",1874.0,1948.0,Франция
Круть,"Уэльбек, Мишель",2.0,"['писатель', 'поэт']",1956.0,,Франция
Круть,"Кант, Иммануил",1.0,['философ'],1724.0,1804.0,Королевство Пруссия
Круть,"Вяземский, Пётр Андреевич",1.0,"['писатель', 'историк', 'деятель']",1792.0,1878.0,Российская империя
Круть,"Сомов, Михаил Михайлович",1.0,['учёный'],1908.0,1973.0,Российская империя
Круть,"Лесков, Николай Семёнович",1.0,"['писатель', 'критик', 'публицист']",1831.0,1895.0,Российская империя
Круть,"Гоголь, Николай Васильевич",1.0,"['писатель', 'драматург', 'критик', 'публицист']",1821.0,1822.0,Российская империя
Круть,"Флеминг, Ян",1.0,"['писатель', 'журналист']",1908.0,1964.0,Великобритания
Круть,Ротшильд,6.0,['предприниматель'],,,
Круть,"Цукерберг, Марк",1.0,['предприниматель'],1984.0,,США
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Шелли, Перси Биш",1.0,"['писатель', 'поэт']",1792.0,1822.0,Соединённое королевство Великобритании и Ирландии
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Марло, Кристофер",1.0,"['поэт', 'драматург', 'переводчик']",1564.0,1593.0,Королевство Англия
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Лужков, Юрий Михайлович",1.0,['деятель'],1936.0,2019.0,СССР
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Иванов, Василий",1.0,"['политик', 'священник']",1898.0,1957.0,
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Гёте, Иоганн Вольфганг фон",3.0,"['поэт', 'драматург', 'критик', 'режиссёр', 'учёный', 'деятель']",1749.0,1832.0,Саксен-Веймар-Эйзенах
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Брежнев, Леонид Ильич",1.0,['деятель'],1906.0,1982.0,Российская империя
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Обама, Барак",3.0,['деятель'],1961.0,,США
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Керенский, Александр Фёдорович",2.0,['деятель'],1881.0,1970.0,Российская республика
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Толстой, Лев Николаевич",3.0,['публицист'],1828.0,1910.0,Российская империя
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","По, Эдгар Аллан",7.0,"['писатель', 'поэт', 'критик']",1809.0,1849.0,США
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_",Баал,1.0,['бог'],,,
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Радек, Карл Бернгардович",1.0,"['критик', 'публицист', 'журналист', 'деятель', 'революционер']",1885.0,1939.0,Австро-Венгрия
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Сталин, Иосиф Виссарионович",4.0,"['деятель', 'революционер']",1878.0,1953.0,Российская империя
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Набоков, Владимир Владимирович",2.0,"['писатель', 'поэт', 'переводчик']",1899.0,1977.0,Российская империя
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_",Леонардо да Винчи,1.0,"['писатель', 'музыкант', 'художник', 'скульптор', 'архитектор', 'живописец', 'учёный', 'изобретатель']",1452.0,1519.0,Флорентийская республика
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Фрейд, Зигмунд",2.0,['психолог'],1856.0,1939.0,Австрийская империя
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Савинков, Борис Викторович",2.0,"['писатель', 'поэт', 'публицист', 'революционер']",1879.0,1925.0,Российская империя
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Декарт, Рене",1.0,['философ'],1596.0,1650.0,Франция
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Ильф, Илья Арнольдович",2.0,"['писатель', 'драматург', 'сценарист', 'журналист']",1897.0,1937.0,Российская империя
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Юнг, Карл Густав",1.0,"['философ', 'психолог']",1875.0,1961.0,Швейцария
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Андропов, Юрий Владимирович",2.0,['деятель'],1914.0,1984.0,Российская империя
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Петров, Александр Андреевич (актёр)",1.0,"['сценарист', 'актёр']",1989.0,,СССР
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Кристи, Агата",1.0,"['писательница', 'драматург']",1890.0,1976.0,Великобритания
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_",Микеланджело,1.0,"['поэт', 'скульптор', 'архитектор', 'живописец']",1475.0,1564.0,Флорентийская республика
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Кобейн, Курт",4.0,['музыкант'],1967.0,1994.0,США
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Абулафия, Авраам",1.0,[],1240.0,1291.0,Испания
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Буш, Джордж (старший)",1.0,['деятель'],1924.0,2018.0,США
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_",Тыко Вылка,2.0,"['художник', 'деятель']",1886.0,1960.0,Российская империя
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Каддафи, Муаммар",1.0,"['деятель', 'революционер']",1942.0,2011.0,Королевство Ливия
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Сен-Мартен, Луи Клод де",3.0,"['философ', 'мистик']",1743.0,1803.0,Франция
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Шаламов, Варлам Тихонович",1.0,['поэт'],1907.0,1982.0,Российская империя
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Босх, Иероним",2.0,['художник'],1450.0,1516.0,Northern Low Countries
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Маркс, Карл",10.0,"['писатель', 'поэт', 'журналист', 'историк', 'философ', 'социолог', 'деятель']",1818.0,1883.0,Королевство Пруссия
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_",Эхнатон,2.0,['правитель'],,,Древний Египет
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Айкан, Карл",1.0,['предприниматель'],1936.0,,США
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_",Аристотель,1.0,['философ'],,,Стагир
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Королёв, Сергей Павлович",1.0,"['учёный', 'инженер']",1906.0,1966.0,Украинская ССР
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Горький, Максим",1.0,"['писатель', 'поэт', 'драматург', 'публицист', 'журналист', 'деятель']",1868.0,1936.0,Российская империя
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_",Тиберий,1.0,['император'],,,Древний Рим
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Лагард, Кристин",1.0,['деятель'],1956.0,,Франция
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Китано, Такэси",2.0,"['писатель', 'поэт', 'сценарист', 'актёр', 'художник']",1947.0,,Япония
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Гагарин, Юрий Алексеевич",1.0,"['лётчик', 'космонавт']",1934.0,1968.0,СССР
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_",Рембрандт,2.0,"['художник', 'живописец', 'гравёр']",1606.0,1669.0,Республика Соединённых провинций
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Ротшильд, Майер Амшель",1.0,['предприниматель'],1744.0,1812.0,Священная Римская империя
