source,entity,count,activities,birth_year,death_year,страна
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Пушкин, Александр Сергеевич",3.0,"['поэт', 'драматург', 'критик', 'публицист', 'журналист', 'историк']",1799.0,1837.0,Российская империя
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_",Понтий Пилат,1.0,['правитель'],,,Древний Рим
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_",Гай Юлий Цезарь,1.0,"['писатель', 'деятель', 'полководец']",,,Древний Рим
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Евтушенко, Евгений Александрович",5.0,"['поэт', 'сценарист', 'публицист', 'актёр', 'режиссёр']",1932.0,1933.0,СССР
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Черчилль, Уинстон",1.0,"['писатель', 'деятель']",1874.0,1965.0,Великобритания
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Джобс, Стив",1.0,"['предприниматель', 'изобретатель']",1955.0,2011.0,США
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Солженицын, Александр Исаевич",1.0,"['писатель', 'поэт', 'драматург', 'публицист', 'деятель']",1918.0,2008.0,РСФСР
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Шекспир, Уильям",2.0,"['поэт', 'драматург']",1564.0,1616.0,Королевство Англия
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_",Дионис,2.0,['бог'],,,
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_",Иезекииль,5.0,['бог'],,,Иудейское царство
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Дойл, Артур Конан",2.0,['писатель'],1859.0,1930.0,Соединённое королевство Великобритании и Ирландии
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_",Иисус Христос,1.0,"['святой', 'бог']",,,Иродианская Иудея
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Джаггер, Мик",3.0,"['актёр', 'музыкант']",1943.0,,Великобритания
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Соколов-Микитов, Иван Сергеевич",5.0,"['писатель', 'журналист']",1892.0,1975.0,Российская империя
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Троцкий, Лев Давидович",4.0,"['деятель', 'революционер']",1879.0,1940.0,Российская империя
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Чернышевский, Николай Гаврилович",3.0,"['писатель', 'критик', 'публицист', 'философ', 'революционер']",1828.0,1889.0,Российская империя
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_",Стендаль,1.0,['писатель'],1783.0,1842.0,Франция
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Гоголь, Николай Васильевич",1.0,"['писатель', 'драматург', 'критик', 'публицист']",1821.0,1822.0,Российская империя
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_",Александр II,2.0,['император'],1818.0,1881.0,Российская империя
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Ленин, Владимир Ильич",7.0,"['деятель', 'революционер']",1870.0,1924.0,Российская империя
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Баффетт, Уоррен",1.0,['предприниматель'],1930.0,,США
"Лампа_Мафусаила,_или_Крайняя_битва_чекистов_с_масонами_","Чехов, Антон Павлович",1.0,"['писатель', 'драматург', 'публицист', 'деятель']",1860.0,1904.0,Российская империя
